,max_height,cleared_rows,avg_height,number_of_holes,bumpiness,deepest_well,game_over,score,moves
0,-0.04844509382830284,0.5366130369254305,-0.0008422416921319564,-0.26304447319972646,-0.44400413906926456,-0.4461951200107217,-0.9815452394836035,652,1000
1,-0.7009321699574682,0.22713760760578916,0.4921629565852247,-0.7571758729575522,-0.22447098849155944,-0.4263657134815626,0.7620612962057741,638,1000
2,-0.3047624659390571,0.32480025336526785,0.04629363122916896,-0.6418610727931175,-0.12613532724915716,-0.20134421617893872,-0.6512191820627674,622,1000
3,-0.3448368782190825,0.28345849645444815,-0.347621187965802,-0.38028341571238267,-0.01609165269049384,-0.28652347827687763,-0.3169256539785682,536,1000
4,-0.13978100114462233,0.2755702208860329,0.3450842016124678,-0.3261833816921229,-0.01609165269049384,-0.14668124307219266,-0.7354476140572483,524,1000
5,-0.07327005002076331,0.4727399070407418,-0.6738284835447159,-0.26304447319972646,-0.02579485286333938,-0.3097758348130153,0.21579073629546452,518,990
6,-0.18465604615939457,0.5924202705846084,0.21405529486476993,-0.4048394144645795,-0.04887606518239829,-0.3389597801953061,-0.312868547237079,516,1000
7,-0.19478384894314874,0.5654944739166455,-0.218158197633477,-0.4392127024462128,-0.002713640544280471,-0.6203843732671402,-0.9542538876003801,508,1000
8,-0.33365783793682047,0.7187774077271887,0.21405529486476993,-0.4048394144645795,-0.04887606518239829,-0.3389597801953061,-0.48294041243158353,508,1000
9,-0.35909524232065304,0.9288214564531745,0.03852181762856344,-0.151306208008673,-0.49769725513664764,-0.23852451385933984,-0.3970591017758818,294,498
10,-0.19648836341694775,0.22713760760578916,0.027638661782711793,-0.9575387638941122,-0.4482508564762152,-0.5168825435400891,-0.5107352888487702,251,397
11,-0.36984653209143936,0.7728568760649394,0.52955351134308,-0.7571758729575522,-0.4829904943463721,-0.45582939047507154,-0.0611928198379853,236,403
12,-0.10869814071899642,0.3267046148747715,0.24344305133009403,-0.08291095119479719,-0.9008951108361933,-0.1836881429490751,0.6937090957519667,235,312
13,-0.17457931517783243,0.22713760760578916,0.8132450111476186,-0.9575387638941122,-0.6065418122006041,-0.4263657134815626,-0.0611928198379853,227,351
14,-0.3310280232594296,0.7924657713376162,-0.4432118864886059,-0.04190979615063384,-0.23300514198274158,-0.20981653990169669,0.3874354743321302,222,446
15,-0.2926758492550634,0.5924202705846084,0.21405529486476993,-0.7571758729575522,-0.4637529659054499,-0.576294298044906,0.40485488159894567,194,328
16,-0.7009321699574682,0.22713760760578916,-0.28203888427216417,-0.7571758729575522,-0.2679608260358961,-0.4263657134815626,-0.32591770016319055,159,303
17,-0.33365783793682047,0.7187774077271887,-0.28203888427216417,-0.9575387638941122,-0.49769725513664764,-0.5539616282928765,-0.0611928198379853,158,261
18,-0.3310280232594296,0.7924657713376162,-0.11457829581191797,-0.04190979615063384,-0.23300514198274158,-0.2743881600485014,0.39614517796553794,153,338
19,-0.9549137166151627,0.9023200500082345,-0.44912479462387694,-0.050234988655713075,-0.4482508564762152,-0.40001293326032367,0.21579073629546452,150,322
20,-0.13978100114462233,0.2755702208860329,0.04629363122916896,-0.6418610727931175,-0.12613532724915716,-0.20134421617893872,-0.7354476140572483,148,278
21,-0.17457931517783243,0.22713760760578916,-0.6738284835447159,-0.9575387638941122,0.09315991326865414,-0.4263657134815626,-0.23531511007886396,136,234
